practice_id,practice_name,zone,speciality,monetisable_txns
1236970,Lotus Homeo Clinic,kr puram,Homeopathy,0
1435991,Sri Lakshmi Super Speciality Hospital,kr puram,Neurologist,0
1446994,Hope Hospital,kr puram,Neurologist,0
684755,SRI RAM HOSPITAL,kr puram,Orthopaedics,0
1435991,Sri Lakshmi Super Speciality Hospital,kr puram,Orthopaedics,0
1099671,Rehab One - Sri krishna Orthopedic Clinic,kr puram,Physiotherapist,0
1322658,Head To Toe Physiotherapy Clinic,kr puram,Physiotherapist,0
1465574,Healing Hands Physiotherapy Clinic,kr puram,Physiotherapist,0
684678,Patil Hospital,kr puram,Physiotherapist,0
1185409,Shravan Speech & Hearing Care,kr puram,Speech Therapist,0
1446994,Hope Hospital,kr puram,Veterinarian,0
1591974,Jyothi Clinic,kumbalgodu,Unknown,0
2166268,Yuva Dental And Facial Aesthetic Clinic,kurubarahalli,General Dentistry,0
1465767,Swasya Healthcare And Diagnostics,laggere,General Physician,0
1666645,Seattle Oral Care,lake city,General Dentistry,0
1662888,"Polly Ma, DDS, MSD, Lake City Prosthodontics",lake city,General Dentistry,0
1662123,"Dr. Bruce P. Clement, DDS",lake city,General Dentistry,0
659077,S.S.G Hospital,magadi road,Unknown,0
636815,Pallakki Clinic,magadi road,Unknown,0
771829,SriVinayaka Children's Clinic,magadi road,Unknown,0
659077,S.S.G Hospital,magadi road,Cosmetic/Plastic Surgeon,0
659077,S.S.G Hospital,magadi road,ENT,0
689496,Dhanwanthari Poly Clinic,magadi road,General Alt Medicine,0
770479,Shantha Poly Clinic,magadi road,General Alt Medicine,0
771806,Guru Clinic,magadi road,General Alt Medicine,0
689864,Sumukha Dental Clinic,magadi road,General Dentistry,0
615469,Shankara Dental Clinic,magadi road,General Dentistry,0
617534,Ekadanta Dental Care and implant centre,magadi road,General Dentistry,0
617316,Vignesh Dental Clinic,magadi road,General Dentistry,0
639156,Cosmetic Dental Clinic,magadi road,General Dentistry,0
600300,Dr Sandesh Dental Clinic,magadi road,General Dentistry,0
689402,Azure Dental Clinic,magadi road,General Dentistry,0
770702,Pushti Multi Speciality Dental Clinic,magadi road,General Dentistry,0
1596212,Sri Sai dental care,magadi road,General Dentistry,0
689817,Dental Clinic,magadi road,General Dentistry,0
690273,Dental clinic,magadi road,General Dentistry,0
1587931,SUMUKHA CLINIC,magadi road,General Dentistry,0
2086050,Swastik Dental Care,magadi road,General Dentistry,0
637994,Teja's Nursing Home,magadi road,General Gynecology,0
1132910,Sri Jayadurga Clinic,magadi road,General Gynecology,0
1589344,Varsha Clinic,magadi road,General Gynecology,0
1589314,SANJEEVINI CLINIC,magadi road,General Gynecology,0
628066,Sanjeevini Clinic,magadi road,General Gynecology,0
1182844,Hansika Children'S Clinic,magadi road,General Pediatrics,0
1589314,SANJEEVINI CLINIC,magadi road,General Physician,0
659327,Dr. Ashok's Clinic,magadi road,General Physician,0
659332,Bhagya Poly Clinic,magadi road,General Physician,0
1589745,Krishna Clinic,magadi road,General Physician,0
689878,Ganesh Clinic,magadi road,General Physician,0
749855,SB Speciality Clinic,magadi road,General Physician,0
689871,Vinayaka Clinic,magadi road,General Physician,0
687525,Abhinav Hospital,magadi road,General Physician,0
1145868,Madhu Hospital,magadi road,General Surgeon,0
659077,S.S.G Hospital,magadi road,Orthopaedics,0
699570,Dr Sandesh Dental Clinic,magadi road,Physiotherapist,0
687525,Abhinav Hospital,magadi road,Physiotherapist,0
659077,S.S.G Hospital,magadi road,Pulmonologist,0
659077,S.S.G Hospital,magadi road,Veterinarian,0
614660,City Hospital,malleswaram,Unknown,0
614751,Hema Physio Centre,malleswaram,Unknown,0
615217,Akshita Physiotherapy and Rehabilitation Clinic,malleswaram,Unknown,0
984702,Delta Dental Care,malleswaram,Unknown,0
615560,Divya Clinic,malleswaram,Unknown,0
615610,Sri Sai Physiotherapy Magnets & Accuperssure Centre,malleswaram,Unknown,0
880539,Pristine Hospital,malleswaram,Unknown,0
1111108,Shirdi Sai Hospital,malleswaram,Unknown,0
1156867,Family Hospital,malleswaram,Unknown,0
637656,Play Saloon,malleswaram,Unknown,0
628569,Adarsha Clinic,malleswaram,Unknown,0
1593803,Sakra World Hospital,malleswaram,Unknown,0
637050,The Fracture & Orthopaedic Clinic,malleswaram,Unknown,0
614705,St. Theresa Hospital,malleswaram,Unknown,0
659547,Sri Lakshmi Speciality Services,malleswaram,Unknown,0
636329,Dr.Bharat's Clinic,malleswaram,Unknown,0
636240,Trance Skin Care & Beauty Salon For Men & Women,malleswaram,Unknown,0
635909,Standard Laboratory & Poly Clinic,malleswaram,Unknown,0
634998,NYX Style Studio,malleswaram,Unknown,0
645191,Confident Dental Care,malleswaram,Unknown,0
628259,Bhagwan Mahaveer Jain Nethralaya,malleswaram,Unknown,0
640182,Priya Orthopedic Clinic,malleswaram,Unknown,0
638585,Naturals Unisex Salon And Spa,malleswaram,Unknown,0
649962,Dr. Jagdish Rohira's Clinic,malleswaram,Unknown,0
638604,New Looks Beauty Spa,malleswaram,Unknown,0
638628,Olive Unisex Salon,malleswaram,Unknown,0
637430,Squeeze Saloon,malleswaram,Unknown,0
664572,ORTHO CARE,malleswaram,Unknown,0
733624,Elegance Salon & Spa,malleswaram,Unknown,0
638660,Versatile Unisex Salon And Spa,malleswaram,Unknown,0
638663,Dreams Salon And Spa,malleswaram,Unknown,0
638678,Golden Touch Beauty Parlour,malleswaram,Unknown,0
639689,Pragathi Herbal Beauty Parlour,malleswaram,Unknown,0
643116,Beauty saloon,malleswaram,Unknown,0
643119,Clutural mens parlour,malleswaram,Unknown,0
643125,Styleish beauty parolur,malleswaram,Unknown,0
643130,Natural mens saloon,malleswaram,Unknown,0
639438,Naveen Health Clinic,malleswaram,Unknown,0
639709,Blay Beauty Parlour,malleswaram,Unknown,0
639723,Mirrors And Within Beauty Parlour,malleswaram,Unknown,0
639732,Sparkle Beauty Salon And Spa,malleswaram,Unknown,0
699983,Joops Styling Salon,malleswaram,Unknown,0
643070,Joops Styling Saloon,malleswaram,Unknown,0
639261,Sneha Counselling Centre,malleswaram,Unknown,0
639095,Green Trends Hair And Style Salon,malleswaram,Unknown,0
645705,padam neuro clinic,malleswaram,Unknown,0
639474,Garage Solution Spa,malleswaram,Unknown,0
639510,Fascinate Men's Saloon and Spa,malleswaram,Unknown,0
1354383,Kanva Sri Sai Hospital,malleswaram,Unknown,0
639512,Royal Hair Dressers,malleswaram,Unknown,0
639531,DREAMS SALON AND SPA,malleswaram,Unknown,0
647826,Kanva Dental Clinic,malleswaram,Unknown,0
647789,Dental Health Center,malleswaram,Unknown,0
655471,Sparadise,malleswaram,Unknown,0
647871,Sri Sai Krupa Hospitals,malleswaram,Unknown,0
660532,Jubilee Diagnostic Centre,malleswaram,Unknown,0
727174,Kanva Diagnostic Services Pvt Ltd,malleswaram,Unknown,0
655711,Nethra Eye Hospital,malleswaram,Unknown,0
648715,Kasthuri Dental Care Center,malleswaram,Unknown,0
648781,Kumarapark Dental Care,malleswaram,Unknown,0
627734,Pure Smiles Dental Specialist,malleswaram,Unknown,0
660521,CLC Cold Laser Centre,malleswaram,Unknown,0
652939,Lakme Salon,malleswaram,Unknown,0
1400053,Sapna Dental Care,malleswaram,Unknown,0
650272,Silva-Dent Multi Speciality Dental Clinic,malleswaram,Unknown,0
648783,Sai Krupa Multi Speciality Dental Care Hospital,malleswaram,Unknown,0
636306,Spandana Nursing Home,malleswaram,Unknown,0
1444482,Medax Hospitals,malleswaram,Unknown,0
662582,AL -Shifa Clinic,malleswaram,Unknown,0
661569,Ashwini Clinic,malleswaram,Unknown,0
672945,Ashwini Clinic,malleswaram,Unknown,0
659556,Babu Clinic,malleswaram,Unknown,0
793521,Bhagwan Mahaveer Jain Hospital - Vasanthnagar,malleswaram,Unknown,0
625468,Dr. H R Vijaya Kumar Clinic,malleswaram,Unknown,0
660549,KALA HOSPITAL,malleswaram,Unknown,0
733926,Chord Road Hospital,malleswaram,Unknown,0
639472,Chanre Multispeciality Clinic And Diagnostic Laboratory,malleswaram,Unknown,0
668787,"Qua Nutrition, Sadashivnagar",malleswaram,Unknown,0
665158,Medicare Diagnostic Fracture and Orthopedic Clinic,malleswaram,Unknown,0
616893,Ramanashree Dental Clinic ( Old Amazon Dental Health Care ),malleswaram,Unknown,0
666446,Activ Kaarya,malleswaram,Unknown,0
666656,Guru Krupa Multi Speciality Dental Clinic,malleswaram,Unknown,0
674932,Quba Clinic,malleswaram,Unknown,0
680103,Complementary Medicine Therapy and Research Center,malleswaram,Unknown,0
614898,MV Poorna Chandra's Clinic,malleswaram,Unknown,0
663949,Miracle Touch,malleswaram,Unknown,0
682874,Sri Venkatesh Dental Clinic,malleswaram,Unknown,0
647741,Jeevamrutha Diagnostics,malleswaram,Unknown,0
660029,Mangal's Nursing Home,malleswaram,Unknown,0
1186192,Trupti Nursing Home,malleswaram,Unknown,0
686825,Mysore Hospital,malleswaram,Unknown,0
637236,Acharya Tulasi Jain  Hospital,malleswaram,Unknown,0
635447,Suguna Hospital,malleswaram,Unknown,0
688945,Homecare Physiotherapist,malleswaram,Unknown,0
690215,Sarva Med Labs & Consultation Centre,malleswaram,Unknown,0
688227,Care Super Speciality Dental Clinic,malleswaram,Unknown,0
696729,Spectrum Physio Centre,malleswaram,Unknown,0
721209,ABS Salon,malleswaram,Unknown,0
695289,Colors,malleswaram,Unknown,0
723451,dental 2,malleswaram,Unknown,0
724716,AROSE unisex salon Kumarapar Sheshadripuram,malleswaram,Unknown,0
628579,Shobha clinic,malleswaram,Unknown,0
887581,Amar Children's and Diabetes Clinic,malleswaram,Unknown,0
724984,Sri Jagadeshwari Beauty Parlor,malleswaram,Unknown,0
729858,Beauty Beyonds,malleswaram,Unknown,0
730401,Smart Clinic,malleswaram,Unknown,0
615757,Sree Durga Clinic,malleswaram,Unknown,0
737753,Dhanvantari Ayurvedic Clinic,malleswaram,Unknown,0
628561,Health Care Clinic,malleswaram,Unknown,0
765827,Nirmala Institute of Yoga & Health,malleswaram,Unknown,0
1591041,Sapna Clinic Laboratory And Diabetes Centre,malleswaram,Unknown,0
782651,Shinde Eye Care Centre,malleswaram,Unknown,0
637721,St Martha's Hospital,malleswaram,Unknown,0
1287782,Scanroof Medical Center,malleswaram,Unknown,0
745300,Integrated Therapies Wellness Centre,malleswaram,Acupressure,0
712362,Nayak’s Hearing Care Clinic,malleswaram,Audiologist,0
722566,Shah Hearing Care,malleswaram,Audiologist,0
1015283,Amplifon,malleswaram,Audiologist,0
1148483,Amplifon,malleswaram,Audiologist,0
1148486,Amplifon,malleswaram,Audiologist,0
1159737,Shreya Hearing Clinic,malleswaram,Audiologist,0
1170721,HearFon - Centre of Excellence in Hearing Health,malleswaram,Audiologist,0
1181793,Widex India,malleswaram,Audiologist,0
1321601,Bona-fide Ayurvedic Centre,malleswaram,Ayurvedic ENT Surgeon,0
1354383,Kanva Sri Sai Hospital,malleswaram,Ayurvedic Surgeon,0
1354383,Kanva Sri Sai Hospital,malleswaram,Cardiologist,0
1595941,Sparsh Hospital Bangalore,malleswaram,Cardiologist,0
1154559,Fortis Hospitals,malleswaram,Cardiologist,0
733566,Cardio Rhythm,malleswaram,Cardiologist,0
775696,"RMV Physiotherapy, RMV Hospital, Sanjay Nagar",malleswaram,Cardiologist,0
1282529,Tathagat Heart Care Centre,malleswaram,Cardiologist,0
889029,Sanjeevini MultispecialIty Hospital,malleswaram,Cardiologist,0
911803,NU Hospitals,malleswaram,Cardiologist,0
635447,Suguna Hospital,malleswaram,Cardiologist,0
1595756,Apollo Clinic,malleswaram,Cardiologist,0
733949,OPTIMA Super Speciality Hospital,malleswaram,Cardiologist,0
958138,Spandana Nursing Home,malleswaram,Cardiologist,0
1223243,RxDx Healthcare,malleswaram,Cardiologist,0
1293738,Blue Bliss Hospital,malleswaram,Cardiologist,0
889029,Sanjeevini MultispecialIty Hospital,malleswaram,Cosmetic/Plastic Surgeon,0
637068,Anagha Clinic,malleswaram,Cosmetic/Plastic Surgeon,0
909717,Altius Hospitals,malleswaram,Cosmetic/Plastic Surgeon,0
1139007,Poornima Hospital,malleswaram,Cosmetic/Plastic Surgeon,0
1055989,Apollo Hospitals,malleswaram,Cosmetic/Plastic Surgeon,0
918580,SPARSH Hospital,malleswaram,Cosmetic/Plastic Surgeon,0
711687,Manipal Hospital Malleshwaram,malleswaram,Cosmetic/Plastic Surgeon,0
647871,Sri Sai Krupa Hospitals,malleswaram,Cosmetic/Plastic Surgeon,0
1140833,CAN-C Superspeciality Centre,malleswaram,Cosmetic/Plastic Surgeon,0
1171107,Aesthetics PLUS,malleswaram,Cosmetic/Plastic Surgeon,0
1121907,Panacea Hospital,malleswaram,Cosmetic/Plastic Surgeon,0
1172503,WiPra Women's Health and Plastic Surgery Clinic,malleswaram,Cosmetic/Plastic Surgeon,0
626922,Ganga Hospital,malleswaram,Cosmetic/Plastic Surgeon,0
1367625,Ayu Health Multi-Specialty Hospital,malleswaram,Cosmetic/Plastic Surgeon,0
1387033,"KALP Skin, Hair And Body Clinic",malleswaram,Cosmetic/Plastic Surgeon,0
1131812,Manipal Hospitals,malleswaram,Cosmetic/Plastic Surgeon,0
2081015,Even Hospitals,malleswaram,Cosmetic/Plastic Surgeon,0
668787,"Qua Nutrition, Sadashivnagar",malleswaram,Dietitian,0
687969,Natural Attitude,malleswaram,Dietitian,0
744303,FRST HEALTHCARE PVT LTD,malleswaram,Dietitian,0
827241,First Eat Right Clinic,malleswaram,Dietitian,0
1071931,First Eat Right,malleswaram,Dietitian,0
826754,First Eat Right Clinic,malleswaram,Dietitian,0
826857,First Right Eat Clinic,malleswaram,Dietitian,0
1070675,Truweight Wellness Pvt Ltd,malleswaram,Dietitian,0
1111855,Carer Program Cancer Recovery & Rehabilitation Center,malleswaram,Dietitian,0
1133246,Happy Losing,malleswaram,Dietitian,0
1135926,Dr. Rupesh Root Canal Centre & Dental Clinic,malleswaram,Dietitian,0
1222255,Zealth,malleswaram,Dietitian,0
1222212,Zealth,malleswaram,Dietitian,0
1219249,Health Total,malleswaram,Dietitian,0
1223243,RxDx Healthcare,malleswaram,Dietitian,0
1270634,Sportho,malleswaram,Dietitian,0
1366233,Nature Cure Tattva,malleswaram,Dietitian,0
1383070,Anaa My Health Nutri Care Services,malleswaram,Dietitian,0
1125936,Oliva Skin & Hair Clinic,malleswaram,Dietitian,0
1595756,Apollo Clinic,malleswaram,Dietitian,0
617349,Ideal Health Centre,malleswaram,ENT,0
659511,Supreeth Diagnostic Centre,malleswaram,ENT,0
684830,Nayak Hospital,malleswaram,ENT,0
639348,Lakshmi Clinic,malleswaram,ENT,0
1154556,Fortis Hospital,malleswaram,ENT,0
704386,Kaade Hospital,malleswaram,ENT,0
1378674,Northside Manipal Hospital,malleswaram,ENT,0
1595603,Hosmat Hospital,malleswaram,ENT,0
1418896,Aspire Hospital,malleswaram,ENT,0
1590561,MS Ramaiah Old Hospital,malleswaram,ENT,0
1101875,Fracture and Orthopedic Clinic(A unit of K.S Orthopedic Foundation),malleswaram,ENT,0
927320,HCG  - The Specialist in Cancer Care,malleswaram,ENT,0
1587159,Ravi Clinic,malleswaram,ENT,0
638070,P D Hinduja Sindhi Hospital,malleswaram,ENT,0
1154559,Fortis Hospitals,malleswaram,ENT,0
1118882,Subbaiah hospital,malleswaram,ENT,0
770155,Apollo Clinic,malleswaram,ENT,0
689971,Tamara Hospital,malleswaram,ENT,0
639472,Chanre Multispeciality Clinic And Diagnostic Laboratory,malleswaram,ENT,0
1185351,Focus Diagnostics Center and speciality clinics,malleswaram,ENT,0
1140833,CAN-C Superspeciality Centre,malleswaram,ENT,0
647871,Sri Sai Krupa Hospitals,malleswaram,ENT,0
1595756,Apollo Clinic,malleswaram,ENT,0
1587580,Apollo Clinic,malleswaram,ENT,0
1321950,Al-Ameen Hospital,malleswaram,ENT,0
1420338,AV Eye Hospital,malleswaram,ENT,0
927320,HCG  - The Specialist in Cancer Care,malleswaram,Endocrinologist,0
1593803,Sakra World Hospital,malleswaram,Endocrinologist,0
733949,OPTIMA Super Speciality Hospital,malleswaram,Endocrinologist,0
700041,People Tree Hospitals,malleswaram,Endocrinologist,0
1055989,Apollo Hospitals,malleswaram,Endocrinologist,0
1055989,Apollo Hospitals,malleswaram,Gastroenterologist,0
637572,MS Ramaiah Memorial Hospital,malleswaram,Gastroenterologist,0
1319807,Spire Clinic - Orthopedics and Sports Injuries,malleswaram,Gastroenterologist,0
1450186,Unnathi Polyclinic,malleswaram,Gastroenterologist,0
1595941,Sparsh Hospital Bangalore,malleswaram,Gastroenterologist,0
690435,Amrutha Ayurvedalaya Ayurvedic Clinic,malleswaram,General Alt Medicine,0
615354,Upadhya Ayurveda Bhandara,malleswaram,General Alt Medicine,0
616094,Dhanwantari Ayurveda Therapy Centre,malleswaram,General Alt Medicine,0
690047,Siddharatha Ayurvedic Clinic,malleswaram,General Alt Medicine,0
628841,Sri Sai Ayurvedic Clinic,malleswaram,General Alt Medicine,0
628883,Care & Cure Clinic,malleswaram,General Alt Medicine,0
638501,Dhatri Ayurveda Clinic,malleswaram,General Alt Medicine,0
665151,Kottakkal Arya Vaidya Sala Agency,malleswaram,General Alt Medicine,0
646070,Shri Vijaya Clinic,malleswaram,General Alt Medicine,0
1464453,Pratidhee Ayurveda Medical Centre,malleswaram,General Alt Medicine,0
672458,Suvaacha Ayurvedic Centre,malleswaram,General Alt Medicine,0
682067,Dr. Tanveer's Immune Cure,malleswaram,General Alt Medicine,0
686825,Mysore Hospital,malleswaram,General Alt Medicine,0
616620,Poornayu Ayurveda Hospital,malleswaram,General Alt Medicine,0
690700,Matha Clinic,malleswaram,General Alt Medicine,0
1414717,Ayur Central,malleswaram,General Alt Medicine,0
689318,Shrikrishna Ayur Central,malleswaram,General Alt Medicine,0
688863,Sri Rama Clinic,malleswaram,General Alt Medicine,0
689987,Kalyani Clinic,malleswaram,General Alt Medicine,0
627955,Ashraya Ayurvedic Centre,malleswaram,General Alt Medicine,0
690857,Maruthi Clinic,malleswaram,General Alt Medicine,0
1588193,Maruthi Clinic,malleswaram,General Alt Medicine,0
691785,Citizen Clinic,malleswaram,General Alt Medicine,0
701322,Madhu Jeevan,malleswaram,General Alt Medicine,0
694887,Shree Siddhi,malleswaram,General Alt Medicine,0
696765,Brahmi Ayurveda & Panchakarma Center,malleswaram,General Alt Medicine,0
697669,Lotus Ayur Care Ayurveda Hospital,malleswaram,General Alt Medicine,0
734545,Sri Vivekananda Clinic Day Care,malleswaram,General Alt Medicine,0
1586992,Sri Sai Clinic,malleswaram,General Alt Medicine,0
616053,Sri Sai Clinic,malleswaram,General Alt Medicine,0
680102,SRI SAI CLINIC,malleswaram,General Alt Medicine,0
734679,Vaidya Raksha Ayurveda,malleswaram,General Alt Medicine,0
672945,Ashwini Clinic,malleswaram,General Alt Medicine,0
1589507,Gokul Clinic,malleswaram,General Alt Medicine,0
946990,Athreya Ayur Dhama,malleswaram,General Alt Medicine,0
628760,Guru Clinic,malleswaram,General Alt Medicine,0
827590,Vijay Clinic,malleswaram,General Alt Medicine,0
1161007,Ayurvydya Clinic & Anooka Physio Clinic,malleswaram,General Alt Medicine,0
852024,Prashanti Ayurvedic Center,malleswaram,General Alt Medicine,0
875784,J P Nursing Home,malleswaram,General Alt Medicine,0
654723,Shathayu Ayurveda Clinic,malleswaram,General Alt Medicine,0
1138621,Satya ayurdavan,malleswaram,General Alt Medicine,0
1219246,Health Total,malleswaram,General Alt Medicine,0
1239497,Divya Jyothi Clinic,malleswaram,General Alt Medicine,0
1145158,Atharva Ayurveda Clinic And Pharmacy,malleswaram,General Alt Medicine,0
1275055,Atharva Ayurtech Healthcare & Panchakarma Center,malleswaram,General Alt Medicine,0
1157996,Arogyaverdhini Ayurvedalaya,malleswaram,General Alt Medicine,0
1417788,Ayur Central,malleswaram,General Alt Medicine,0
1173128,Arogyavardhini Ayurvedalaya,malleswaram,General Alt Medicine,0
