practice_id,practice_name,zone,speciality,monetisable_txns
1171103,AVIGHNA DENTAL CLINIC,channasandra,General Dentistry,0
1445787,Aishvi Dental Clinic,channasandra,General Dentistry,0
1235198,Sathvik Speciality Clinic,channasandra,General Gynecology,0
1235198,Sathvik Speciality Clinic,channasandra,General Physician,0
1390591,Tanishka Specialists Clinic,channasandra,General Physician,0
1234358,CorpErgo Physiotherapy & Occupational Health Centre,channasandra,Physiotherapist,0
1311594,Rayara Kirana Physiotherapy and Rehab Clinic,channasandra,Physiotherapist,0
1592392,MITHRA MULTISPECIALITY HOSPITAL,chelekare,Cosmetic/Plastic Surgeon,0
1590882,City Dental and Health Clinic,chelekare,General Dentistry,0
1592392,MITHRA MULTISPECIALITY HOSPITAL,chelekare,Nephrologist,0
1589978,Varchas clinic,chelekare,Orthopaedics,0
1590312,Sri Srinivasa clinic Endoscopy and Day Care Centre,chennammana kere,General Physician,0
1355559,Akshaya Health Care,chikbanavara,Pathologist,0
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,Gastroenterologist,0
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,General Dentistry,0
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,General Pediatrics,0
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,General Physician,0
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,General Psychiatry,0
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,Pulmonologist,0
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,Radiology,0
2069896,Dr Priyanka Clinic,choodasandra,General Alt Medicine,0
1593699,Varsha Clinic,choodasandra,General Gynecology,0
1526077,Ibn Taymiyyah Holistic Healing And Life Coaching Centre,choodasandra,General Psychiatry,0
1592649,MATHRU HOSPITAL,chudenapura,Oncologist,0
1597226,None,church street,General Physician,0
2076373,The Radiant Clinic,cmh road,General Dentistry,0
2076373,The Radiant Clinic,cmh road,Physiotherapist,0
1588426,"Mallige Hospital, Bangalore",crescent road,Cardiologist,0
1588426,"Mallige Hospital, Bangalore",crescent road,Cosmetic/Plastic Surgeon,0
1588426,"Mallige Hospital, Bangalore",crescent road,General Gynecology,0
1588426,"Mallige Hospital, Bangalore",crescent road,General Ophthalmology,0
1588426,"Mallige Hospital, Bangalore",crescent road,General Surgeon,0
1588426,"Mallige Hospital, Bangalore",crescent road,Neurologist,0
1474322,Ortho Med Clinic,d group employees layout,General Physician,0
1603709,Gnaneswara Ayurveda Clinic,dairy circle,General Alt Medicine,0
629828,Chaithanya Hospital,dasarahalli,Unknown,0
884167,Madhu Ortho And Trauma Centre,dasarahalli,Unknown,0
635888,Dhanwanthari Ayurveda Panchakarma,dasarahalli,General Alt Medicine,0
1387188,Safe Hands Diagnostics,dasarahalli,General Gynecology,0
701734,Optical Zone and Optometry Eye Clinic,dasarahalli,General Ophthalmology,0
615595,Kamala Clinic,dasarahalli,General Physician,0
639830,Arunodhaya Clinic,dasarahalli,General Physician,0
849739,Vijaya Hospital,dasarahalli,General Physician,0
1380112,Medha Clinic,dasarahalli,General Physician,0
663948,Lakshmi homeopathic clinic,dasarahalli,Homeopathy,0
1363387,Alleviate Pain Management Clinic,dasarahalli,Orthopaedics,0
1148104,Physio X10,dasarahalli,Physiotherapist,0
1474766,Thera On Wellness,devarachikkanahalli,General Psychiatry,0
1590570,SHIRDI SAI HOSPITAL PVT LTD,devasandra main road,Unknown,0
1591492,Swastik Speciality Clinic,devasandra main road,General Gynecology,0
1591492,Swastik Speciality Clinic,devasandra main road,Orthopaedics,0
2083571,Truhealth Clinic,dinnur main road,General Alt Medicine,0
1593619,L V HOSPITAL,doddaballapura,Cosmetic/Plastic Surgeon,0
1593278,MADHU CLINIC,doddaballapura,General Alt Medicine,0
1415822,Ayur Central,doddaballapura,General Alt Medicine,0
1593644,VIJAYA DENTAL CLINIC,doddaballapura,General Dentistry,0
1384988,Smile India Dental Clinic,doddaballapura,General Dentistry,0
1593659,SANJEEVINI CLINIC,doddaballapura,General Gynecology,0
1457468,Seven Hills Hospital,doddaballapura,General Pediatrics,0
1593278,MADHU CLINIC,doddaballapura,General Physician,0
1593253,VINAYAKA CLINIC,doddaballapura,General Physician,0
1417022,Sri Manjunatha Clinic,doddaballapura,General Physician,0
1716975,Namma Clinic,doddaballapura,General Physician,0
1457468,Seven Hills Hospital,doddaballapura,Nephrologist,0
2082588,Nutrifyd,doddabanahalli,Dietitian,0
2165005,TUSKIN Dental and Cosmetic Care,doddakallasandra,General Dentistry,0
1466897,Aloha Kids Clinic,doddakallasandra,General Physician,0
1467269,Srishti Speciality Clinic,doddakallasandra,Oncologist,0
1401306,Astro Aesthetics Dental Care,doddakammanahalli,General Dentistry,0
1427339,Gamya Family Dental Care,doddakammanahalli,General Dentistry,0
1362465,Noble Multispecialty Hospital,doddakammanahalli,General Pediatrics,0
1595446,Nandi Clinic,doddakammanahalli,General Physician,0
1362465,Noble Multispecialty Hospital,doddakammanahalli,General Physician,0
1590708,Sri sathya Sai Sarla Memorial Hospital,doddamavalli,General Gynecology,0
1586594,Narayana Multispeciality Clinic,doddathoguru,General Dermatology,0
1586594,Narayana Multispeciality Clinic,doddathoguru,General Gynecology,0
1594562,Manipal Hospital,electronics city,Unknown,0
653261,Pearl Salon and Spa,electronics city,Unknown,0
742684,Athreya Hospital,electronics city,Unknown,0
634629,Akshara Speech Theraphy Center,electronics city,Unknown,0
639606,Tantrika Spa,electronics city,Unknown,0
639620,Pearl Saloon & Spa,electronics city,Unknown,0
686802,Prasantha Hospital,electronics city,Unknown,0
696571,Sri Sai Dental Clinic,electronics city,Unknown,0
757461,Sampige Health Centre,electronics city,Unknown,0
1588577,Sri Sai Clinic,electronics city,Unknown,0
692421,"B-Enzo Family Salon & Spa, E-City (SJR)",electronics city,Unknown,0
700407,Aprajita Clinic,electronics city,Unknown,0
756098,Nandana Clinic,electronics city,Unknown,0
1359095,Sacred Oak Hospital,electronics city,Unknown,0
1474078,Apollo One,electronics city,Cardiologist,0
2079193,Apollo Clinic,electronics city,Cardiologist,0
1142809,Kottakkal Arya Vaidya Sala,electronics city,Cosmetic/Plastic Surgeon,0
764232,Aditi Diet Clinic,electronics city,Dietitian,0
2091192,Ranjitha Diet clinic,electronics city,Dietitian,0
1588536,Women Care Clinic,electronics city,ENT,0
1595449,"Mazumdar Shaw Medical Center, Bangalore",electronics city,ENT,0
1591851,Springleaf Dental Clinic,electronics city,ENT,0
742684,Athreya Hospital,electronics city,General Alt Medicine,0
1588577,Sri Sai Clinic,electronics city,General Alt Medicine,0
756114,Ayur Piles Clinic,electronics city,General Alt Medicine,0
756105,Sri Thirumala Health Center,electronics city,General Alt Medicine,0
756142,Sree Clinic,electronics city,General Alt Medicine,0
756134,Sharada Clinic,electronics city,General Alt Medicine,0
756118,Devi Clinic,electronics city,General Alt Medicine,0
758518,Sri Sanjeevini Clinic,electronics city,General Alt Medicine,0
757461,Sampige Health Centre,electronics city,General Alt Medicine,0
1321104,Ayurcentral,electronics city,General Alt Medicine,0
831168,Punarjani Ayurvedic Clinic -Neeladrinagar,electronics city,General Alt Medicine,0
1247147,Yashaayu Multispeciality Ayurveda and Panchakarma Center,electronics city,General Alt Medicine,0
1053293,Tanay Clinic,electronics city,General Alt Medicine,0
1132763,Holistic Life Care,electronics city,General Alt Medicine,0
1407092,Lakshminatha Ayurvedic Center,electronics city,General Alt Medicine,0
2167829,SD Ayurveda Mane Holistic Wellness Centre,electronics city,General Alt Medicine,0
1589589,Madhu Clinic,electronics city,General Alt Medicine,0
1188920,Vijaylaxmi Clinic,electronics city,General Alt Medicine,0
1190402,Ayursparsh Ayurvedic Clinic,electronics city,General Alt Medicine,0
1140095,Dr.Jasna's Value Life - Homeopathy & Weight Management Clinic,electronics city,General Alt Medicine,0
1348335,Shree Ananth Clinic,electronics city,General Alt Medicine,0
1231993,Sai Surakshaa Family Dentistry,electronics city,General Dentistry,0
922606,Smile Dental Care - Electronic City,electronics city,General Dentistry,0
696194,Balaji Dental Clinic,electronics city,General Dentistry,0
1106494,Axiss Dental Clinic - NH Cardiac,electronics city,General Dentistry,0
1106395,Axiss Dental Clinic,electronics city,General Dentistry,0
1148982,Axiss Dental Clinic - NH MSH,electronics city,General Dentistry,0
655983,Shakthi Dental Clinic,electronics city,General Dentistry,0
1189984,Rinkesh Dental Care,electronics city,General Dentistry,0
696217,Nayan Dental Clinic,electronics city,General Dentistry,0
671127,All Smile Dental Care Clinic,electronics city,General Dentistry,0
1150472,Blossom Multispecialty Hospital,electronics city,General Dentistry,0
1113224,Srujana Hospital,electronics city,General Dentistry,0
711943,Smiles & Bites Family Dental Clinic,electronics city,General Dentistry,0
696571,Sri Sai Dental Clinic,electronics city,General Dentistry,0
1456956,Orthosquare Dental Clinic,electronics city,General Dentistry,0
1169786,Elite Canals,electronics city,General Dentistry,0
793844,Infodent Dental Clinic,electronics city,General Dentistry,0
775299,Suraksha Group Of Dental Clinics,electronics city,General Dentistry,0
1121865,Springleaf Healthcare,electronics city,General Dentistry,0
1362746,Cloudnine Hospital - Electronics City,electronics city,General Dentistry,0
1129207,Royal Dental Clinic,electronics city,General Dentistry,0
1462897,Neosmiles Dental Clinic,electronics city,General Dentistry,0
1137930,Pratheek Dental Clinic,electronics city,General Dentistry,0
1267106,Clove Dental,electronics city,General Dentistry,0
1175959,white petals multispeciality dental clinic,electronics city,General Dentistry,0
1191862,Smile Masters Dental & Orthodontic Centre,electronics city,General Dentistry,0
1189994,The Dental Square Multi Specialty Dental Clinic,electronics city,General Dentistry,0
1241698,D4U Multispeciality Dental Care,electronics city,General Dentistry,0
1150043,E City Hospitals,electronics city,General Dentistry,0
1389222,Smile Dental Clinic,electronics city,General Dentistry,0
1270283,Smile Smart Dental,electronics city,General Dentistry,0
1289466,On call consultant,electronics city,General Dentistry,0
1325911,Shastra Dental,electronics city,General Dentistry,0
1588253,Dev Alliance Multispeciality Health Care,electronics city,General Dentistry,0
1398895,Dev Alliance Multispecialty Health Care,electronics city,General Dentistry,0
2079193,Apollo Clinic,electronics city,General Dentistry,0
648923,V2 E City Family Dental Center,electronics city,General Dentistry,0
2079147,Grinova Dental Care,electronics city,General Dentistry,0
2094119,NuCare Dental Clinic,electronics city,General Dentistry,0
1191167,NH Clinic,electronics city,General Dermatology,0
1150043,E City Hospitals,electronics city,General Dermatology,0
627111,Lakshmi clinic,electronics city,General Gynecology,0
703682,Sairam Multispeciality Clinic- In Association With Lalbagh Maternity Home & IVF Centre,electronics city,General Gynecology,0
1591851,Springleaf Dental Clinic,electronics city,General Gynecology,0
1256340,Apollo clinic,electronics city,General Gynecology,0
1271961,Srujana Hospital,electronics city,General Gynecology,0
1587830,Sanjeevini Clinic,electronics city,General Gynecology,0
665883,Kidwai Memorial Institute of Oncology,electronics city,General Gynecology,0
1270645,Sprout Children's Clinic,electronics city,General Gynecology,0
1590907,GARBHAGUDI IVF CENTRE,electronics city,General Gynecology,0
2079193,Apollo Clinic,electronics city,General Gynecology,0
696127,Dr Urbani Memorial Hospital,electronics city,General Pediatrics,0
687137,NRV Hospital,electronics city,General Pediatrics,0
1150472,Blossom Multispecialty Hospital,electronics city,General Pediatrics,0
1234304,cloudnine hospital,electronics city,General Pediatrics,0
742684,Athreya Hospital,electronics city,General Pediatrics,0
1359095,Sacred Oak Hospital,electronics city,General Pediatrics,0
2171069,Kims Multispeciality Hospital,electronics city,General Pediatrics,0
1173720,Trinity Healthcare Clinic,electronics city,General Pediatrics,0
2180917,Rainbow Children's Hospital,electronics city,General Pediatrics,0
757461,Sampige Health Centre,electronics city,General Physician,0
1150472,Blossom Multispecialty Hospital,electronics city,General Physician,0
648188,Sri Sai Medical Clinic,electronics city,General Physician,0
1117948,Narayana Multi Speciality Clinic,electronics city,General Physician,0
1587830,Sanjeevini Clinic,electronics city,General Physician,0
757469,Sri Ananthanagar polyclinic,electronics city,General Physician,0
1271961,Srujana Hospital,electronics city,General Physician,0
1133402,The Family Doctor,electronics city,General Physician,0
1591851,Springleaf Dental Clinic,electronics city,General Physician,0
1161876,Venkateshwara Clinic,electronics city,General Physician,0
1207841,Dr Ramya's Clinic,electronics city,General Physician,0
1232661,ECLIPSE MULTI SPECIALTY CLINICS AND PHARMACY,electronics city,General Physician,0
616835,Namrata Help Centre,electronics city,General Physician,0
1320388,Shastra Hospital,electronics city,General Physician,0
1366328,Swamy Clinic,electronics city,General Physician,0
1359095,Sacred Oak Hospital,electronics city,General Physician,0
663109,Narayana Institute of Cardiac Sciences,electronics city,General Physician,0
2076021,S V Medicare Clinic,electronics city,General Physician,0
985343,Motherhood Hospital,electronics city,General Physician,0
2078161,Narayana Hrudalaya,electronics city,General Physician,0
2166798,V.M. Maruthi Clinic,electronics city,General Physician,0
1155898,Kalpari Art and Mind,electronics city,General Psychiatry,0
1121865,Springleaf Healthcare,electronics city,General Psychiatry,0
1150043,E City Hospitals,electronics city,General Psychiatry,0
1525915,Dr. Pooja Hegde Clinic,electronics city,General Psychiatry,0
1150043,E City Hospitals,electronics city,General Surgeon,0
1373343,Suraksha Multispecialty Centre,electronics city,General Surgeon,0
742684,Athreya Hospital,electronics city,General Surgeon,0
1234304,cloudnine hospital,electronics city,General Surgeon,0
1319857,Multicare Homeopathy Treatment Center,electronics city,Homeopathy,0
1140095,Dr.Jasna's Value Life - Homeopathy & Weight Management Clinic,electronics city,Homeopathy,0
2080959,Dr Khyati's Homoeo Clinic,electronics city,Homeopathy,0
1180432,Bharadwaj Homoeo Clinic,electronics city,Homeopathy,0
1223597,Dr. Rachana Rathi's Clinic,electronics city,Homeopathy,0
1276952,Ask Homeopathy,electronics city,Homeopathy,0
1312463,Sai Seerthi Homoeo Clinic,electronics city,Homeopathy,0
1714906,Jiza Homoeo Clinic,electronics city,Homeopathy,0
1362746,Cloudnine Hospital - Electronics City,electronics city,Infertility Specialist,0
1224028,Helen Speech and Hearing Centre,electronics city,Occupational Therapist,0
742684,Athreya Hospital,electronics city,Oncologist,0
1594494,ISHA HOSPITAL,electronics city,Oncologist,0
1122309,Apollo Clinic,electronics city,Oncologist,0
1474078,Apollo One,electronics city,Oncologist,0
1362746,Cloudnine Hospital - Electronics City,electronics city,Orthopaedics,0
742684,Athreya Hospital,electronics city,Orthopaedics,0
686765,Subash Medical Centre,electronics city,Orthopaedics,0
687137,NRV Hospital,electronics city,Physiotherapist,0
732199,Sri Lakshmi Hospital,electronics city,Physiotherapist,0
746191,Integrated Health Care,electronics city,Physiotherapist,0
1140222,JAK Rehab Clinic,electronics city,Physiotherapist,0
1150043,E City Hospitals,electronics city,Physiotherapist,0
2171258,Elevate Physio Rehab,electronics city,Physiotherapist,0
1191167,NH Clinic,electronics city,Pulmonologist,0
1312752,Kauvery Hospitals,electronics city,Pulmonologist,0
2078161,Narayana Hrudalaya,electronics city,Radiology,0
1121865,Springleaf Healthcare,electronics city,Radiology,0
1362746,Cloudnine Hospital - Electronics City,electronics city,Radiology,0
1234304,cloudnine hospital,electronics city,Radiology,0
1150043,E City Hospitals,electronics city,Radiology,0
2079193,Apollo Clinic,electronics city,Radiology,0
1122309,Apollo Clinic,electronics city,Radiology,0
696230,Speech Therapy Center,electronics city,Speech Therapist,0
1069795,Whisper Hearing Aids And Speech Clinic.,electronics city,Speech Therapist,0
1223825,Rays Of Hope Speech and Language Intervention Center,electronics city,Speech Therapist,0
1279506,Hear2Speak Hearing And Speech Clinic,electronics city,Speech Therapist,0
1654582,Moms Belief Learning Centre,electronics city,Speech Therapist,0
742684,Athreya Hospital,electronics city,Urologist,0
1173363,Cessna Lifeline,electronics city,Veterinarian,0
1247705,Advitha Pet Clinic,electronics city,Veterinarian,0
892824,First4Physio,garudacharpalya,Physiotherapist,0
665216,Bangalore Dental Hospital and Children's Clinic,haralur,Unknown,0
1313543,Kosmodent Dental Studio,haralur,General Dentistry,0
1138583,Medicare Dental Clinic,haralur,General Dentistry,0
1132825,Sri Aakrithi's Dental Lounge,haralur,General Dentistry,0
1135753,Creative Smiles Dental Clinic,haralur,General Dentistry,0
1235591,Prestigious Dental Care,haralur,General Dentistry,0
1267072,Clove Dental,haralur,General Dentistry,0
1608559,Healdental Clinic,haralur,General Dentistry,0
1416462,Sabka Dentist,haralur,General Dentistry,0
1240551,HEAL Healthcare,haralur,General Gynecology,0
665216,Bangalore Dental Hospital and Children's Clinic,haralur,General Pediatrics,0
1240551,HEAL Healthcare,haralur,General Pediatrics,0
1322142,Sushrutha Family Clinic,haralur,General Physician,0
1429309,Gerionics Health Care,haralur,General Physician,0
1369200,Klinik Gluhen,haralur,General Psychiatry,0
1391351,OpenBook Counselling Services,haralur,General Psychiatry,0
1438310,Neurobliss Physiotherapy,haralur,Physiotherapist,0
1260892,Spectra Scans And Diagnostics,haralur,Radiology,0
1132188,Nayan Dental Clinic,hebbagodi,General Dentistry,0
1591657,Health Care Clinic,hegde nagar,Unknown,0
776822,Regal Hospital,hegde nagar,Clinical Pharmacologist and Toxicologist,0
1405515,Health Managers World,hegde nagar,General Alt Medicine,0
776822,Regal Hospital,hegde nagar,General Dentistry,0
1224638,Dr Patel's Dental and Implant Centre,hegde nagar,General Dentistry,0
890278,Ramya Dental Clinic,hegde nagar,General Dentistry,0
891579,Sri Balaji Dental Care,hegde nagar,General Dentistry,0
1140259,Dew Multispeciality Dental Clinic,hegde nagar,General Dentistry,0
1234553,Dr. Amitha Family Dental Care,hegde nagar,General Dentistry,0
1588621,Dentografts Dental & Hair transplant clinic,hegde nagar,General Dentistry,0
1405515,Health Managers World,hegde nagar,General Dentistry,0
1450956,Platinum Dental Care,hegde nagar,General Dentistry,0
776822,Regal Hospital,hegde nagar,General Dermatology,0
1289923,Avani Clinic,hegde nagar,General Gynecology,0
1436641,Famphy Clinics,hegde nagar,General Pediatrics,0
1459350,Dr Harika Clinic,hegde nagar,General Physician,0
776822,Regal Hospital,hegde nagar,General Surgeon,0
1436641,Famphy Clinics,hegde nagar,Homeopathy,0
1600935,The Ortho Care Clinic,hegde nagar,Orthopaedics,0
776822,Regal Hospital,hegde nagar,Veterinarian,0
2086407,Aesthanic Clinic & Salon,hennur main road,General Dermatology,0
1415909,Ayur Central,hesaraghatta,General Alt Medicine,0
616458,Suraksha Dental Clinic,hesaraghatta,General Dentistry,0
1148897,Diamond Dental Care,hesaraghatta,General Dentistry,0
1266973,Clove Dental,hesaraghatta,General Dentistry,0
1314424,Gabriel Dental Care,hesaraghatta,General Dentistry,0
1399769,Anusha Clinic & SLR Diagnostics Centre,hesaraghatta,General Physician,0
1586943,Sri Lakshmi Clinic,hesaraghatta,General Physician,0
650197,Roots n Caps Bhargavi Dental Clinic,hsr layout,Unknown,0
648537,V-Care Dental Clinic,hsr layout,Unknown,0
651540,Nandita's The Beauty Zone,hsr layout,Unknown,0
650502,Mystique Unisex Salon,hsr layout,Unknown,0
652793,"Shevar Spa,Grooming Parlour & Pet Store",hsr layout,Unknown,0
615262,Shreyas Physiotherapy Centre,hsr layout,Unknown,0
615309,Pixies Spa And Salon,hsr layout,Unknown,0
653831,Sleek Salon and Spa,hsr layout,Unknown,0
1135026,Sakra World Hospital,hsr layout,Unknown,0
1595878,"Sakra World Hospital, Bangalore",hsr layout,Unknown,0
1149834,Greenview Medical Center,hsr layout,Unknown,0
1482275,Srinivasa Clinic,hsr layout,Unknown,0
1482731,Srinivasa Clinic,hsr layout,Unknown,0
1482569,Srinivasa Clinic,hsr layout,Unknown,0
638042,Body Craft Saloon,hsr layout,Unknown,0
638060,Coral Spa,hsr layout,Unknown,0
638595,Naturals Family Salon,hsr layout,Unknown,0
637436,Ocean Saloon & Spa,hsr layout,Unknown,0
1258011,Sakra Premium Clinic,hsr layout,Unknown,0
637296,Creative Scissors,hsr layout,Unknown,0
637676,Lakme Saloon,hsr layout,Unknown,0
637680,Elegant Beauty Care,hsr layout,Unknown,0
637625,Charisma Beauty Spa & Salon,hsr layout,Unknown,0
637683,Sunlight Body Massage,hsr layout,Unknown,0
637628,Green Trends,hsr layout,Unknown,0
637699,Endurance Physiotherapy Clinic,hsr layout,Unknown,0
630242,St John Medical College and Hospital,hsr layout,Unknown,0
639125,Renu's Beauty Parlour,hsr layout,Unknown,0
638693,Vision Health Care,hsr layout,Unknown,0
639750,Affinity International,hsr layout,Unknown,0
643065,enhora Beauty Saloon,hsr layout,Unknown,0
639082,Koramangala Spa & Saloon,hsr layout,Unknown,0
639140,Nail D Elegance,hsr layout,Unknown,0
639142,Divine Glow,hsr layout,Unknown,0
639145,Lavanyas Beauty Parlour,hsr layout,Unknown,0
639300,Neryss Unisex Salon and Spa,hsr layout,Unknown,0
678985,Shreya Hearing Clinic,hsr layout,Unknown,0
649416,Ahvataras The Spa,hsr layout,Unknown,0
650027,Lakme Saloon,hsr layout,Unknown,0
650991,Karanth Specialty Hospital,hsr layout,Unknown,0
666361,ISmile Dental and Oral Health Care Centre,hsr layout,Unknown,0
1482320,Ashwini Clinic,hsr layout,Unknown,0
1482708,Ashwini Clinic,hsr layout,Unknown,0
663344,Lalitha Memorial Polyclinic,hsr layout,Unknown,0
1482608,Shushrutha clinic,hsr layout,Unknown,0
1482202,Shushrutha clinic,hsr layout,Unknown,0
1190057,sushruth clinic,hsr layout,Unknown,0
665191,HSR Hospital and Maternity Centre,hsr layout,Unknown,0
1180685,Phoenix Hospital,hsr layout,Unknown,0
667261,Bhagavathi,hsr layout,Unknown,0
685086,Vinayaka Hospital,hsr layout,Unknown,0
1482609,Sri Sai Clinic,hsr layout,Unknown,0
1482209,Sri Sai Clinic,hsr layout,Unknown,0
614162,Esthetix Orthodontic And Cosmetic Dental Clinic,hsr layout,Unknown,0
679037,Sanjivani Clinic,hsr layout,Unknown,0
684406,Trust Physiotherapy Clinic,hsr layout,Unknown,0
682125,"Nova Hospitals, BTM 6th Stage, Bangalore",hsr layout,Unknown,0
682187,Soorya Physiotheraphy Center and Pysiotheraphy Homecare center,hsr layout,Unknown,0
657446,Akshatha Child Care Centre,hsr layout,Unknown,0
684232,Eshwari Clinic,hsr layout,Unknown,0
654625,Likhith Orthopaedic Specialities & Diagnostics,hsr layout,Unknown,0
1172382,Coral Dental care,hsr layout,Unknown,0
695372,"Urban Oasis Spa & Salon , Koramangala",hsr layout,Unknown,0
663091,Acura Speciality Hospital,hsr layout,Unknown,0
694904,Sculptural Clinic,hsr layout,Unknown,0
1175053,Marigold Hospital,hsr layout,Unknown,0
1158563,Mathru Hospital,hsr layout,Unknown,0
659126,Marvel Multispeciality Hospital,hsr layout,Unknown,0
684921,Prashanth Hospital,hsr layout,Unknown,0
684215,Devi-Eye-Hospitals.,hsr layout,Unknown,0
686684,Gayatri Psychology Clinic,hsr layout,Unknown,0
648852,Annayya Health Care,hsr layout,Unknown,0
722401,Ultimate Sole Mind Body Care Center,hsr layout,Unknown,0
723641,ULTIMATE HEALTHCARE,hsr layout,Unknown,0
683941,Yaragatti Child Care Clinic,hsr layout,Unknown,0
615577,Energy Therapy Centre,hsr layout,Unknown,0
730065,Srinivasa Clinic,hsr layout,Unknown,0
730792,Unique Clinic,hsr layout,Unknown,0
1119017,Spurthy Hospital,hsr layout,Unknown,0
1482683,Sri Maruthi Clinic,hsr layout,Unknown,0
1482322,Sri Maruthi Clinic,hsr layout,Unknown,0
759626,Pinnacle Family Dentistry cosmetology and implant centre,hsr layout,Unknown,0
764851,The Integrative,hsr layout,Unknown,0
1139897,Dentis Zone Multi-Specialty Family Dental Care,hsr layout,Unknown,0
1179531,Advis Dental,hsr layout,Unknown,0
1180775,Ridgetop Dental International,hsr layout,Unknown,0
1101984,Lakme,hsr layout,Unknown,0
830448,Naturals,hsr layout,Unknown,0
1131533,CURE Clinic,hsr layout,Unknown,0
1178648,Heal My Soul,hsr layout,Unknown,0
1263416,The Smile Architect Dental Care,hsr layout,Unknown,0
1136008,Spandana Diagnostic Center,hsr layout,Unknown,0
1322328,Sai Thunga Hospitals,hsr layout,Unknown,0
1126141,Apollo Cradle & Children’s Hospital,hsr layout,Unknown,0
1128904,Lets Hear It Speech And Hearing Solutions,hsr layout,Audiologist,0
1595878,"Sakra World Hospital, Bangalore",hsr layout,Audiologist,0
1135026,Sakra World Hospital,hsr layout,Audiologist,0
1363335,Wind Chimes Medical Centre,hsr layout,Audiologist,0
1469096,Recoup Health,hsr layout,Ayurvedic General Medicine,0
1134531,Apollo Spectra Hospitals,hsr layout,Cardiologist,0
767922,Sri Sai Ram Hospital,hsr layout,Cardiologist,0
615235,Health Plexus India,hsr layout,Cardiologist,0
849768,Health Nest,hsr layout,Cardiologist,0
1158563,Mathru Hospital,hsr layout,Cardiologist,0
1585772,Apollo Clinic,hsr layout,Cardiologist,0
1238091,Apollo Clinic,hsr layout,Cardiologist,0
1210836,Apollo clinic,hsr layout,Cardiologist,0
1067398,Add-on Scans & Labs,hsr layout,Cardiologist,0
671295,Clinique Belle,hsr layout,Cosmetic/Plastic Surgeon,0
1464058,Sai Sparsh Hospital,hsr layout,Cosmetic/Plastic Surgeon,0
1392218,Campbell Hospital,hsr layout,Cosmetic/Plastic Surgeon,0
659126,Marvel Multispeciality Hospital,hsr layout,Cosmetic/Plastic Surgeon,0
1123202,Rajashri Grandhim Speciality Hospital,hsr layout,Cosmetic/Plastic Surgeon,0
2084287,Medlife Hospital,hsr layout,Cosmetic/Plastic Surgeon,0
1134531,Apollo Spectra Hospitals,hsr layout,Cosmetic/Plastic Surgeon,0
2089448,Sakra IKOC Multispeciality Hospital,hsr layout,Cosmetic/Plastic Surgeon,0
1135026,Sakra World Hospital,hsr layout,Cosmetic/Plastic Surgeon,0
1258011,Sakra Premium Clinic,hsr layout,Cosmetic/Plastic Surgeon,0
1473545,Dr. Yasaswi's Brain Spine Neuro Centre,hsr layout,Cosmetic/Plastic Surgeon,0
920071,Apollo Medical Centre,hsr layout,Cosmetic/Plastic Surgeon,0
663091,Acura Speciality Hospital,hsr layout,Cosmetic/Plastic Surgeon,0
2166081,Angel Care Women And Childrens Hospital,hsr layout,Cosmetic/Plastic Surgeon,0
1714951,Docube Healthcare,hsr layout,Cosmetic/Plastic Surgeon,0
678610,Rimjhim's Nutricare Nutrition Clinic,hsr layout,Dietitian,0
1119801,Arogya Nutrition and Skin Clinic,hsr layout,Dietitian,0
1070648,Truweight Wellness Pvt Ltd,hsr layout,Dietitian,0
1109193,Shree Vaishnavi Heart Centre Multi Speciality Clinic,hsr layout,Dietitian,0
711661,Impact Physiotherapy & Pain Management Clinic,hsr layout,Dietitian,0
1196749,Zealth,hsr layout,Dietitian,0
1222252,Zealth,hsr layout,Dietitian,0
1196751,Zealth,hsr layout,Dietitian,0
1207892,SEHLH-Sangeeta's Eat Healthy Live Healthy,hsr layout,Dietitian,0
1220534,Sugar.fit,hsr layout,Dietitian,0
1241524,Dietox Nutrition & Diet Clinic,hsr layout,Dietitian,0
1379886,United Medical Center,hsr layout,Dietitian,0
800544,Nutrition 4 All,hsr layout,Dietitian,0
1276899,diet4ever,hsr layout,Dietitian,0
1276723,Pamz Nutrition Services,hsr layout,Dietitian,0
1413671,KD's Diet Clinic,hsr layout,Dietitian,0
737335,Oliva Skin & Hair Clinic,hsr layout,Dietitian,0
1608909,Vyshnavi Hospitals,hsr layout,Dietitian,0
1134531,Apollo Spectra Hospitals,hsr layout,Dietitian,0
1586447,Apollo Clinic,hsr layout,Dietitian,0
1585772,Apollo Clinic,hsr layout,Dietitian,0
1146209,Apollo clinic,hsr layout,Dietitian,0
1183274,Oliva Skin & Hair Clinic,hsr layout,Dietitian,0
1440333,Balance Plus Physiotherapy Clinic,hsr layout,Dietitian,0
711486,Apollo Clinic,hsr layout,Dietitian,0
737107,Focus Diagnostics Centre & Speciality Clinics,hsr layout,ENT,0
